color	group_code	nat_party_code
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	2	2
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	2	4
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	0	5
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
0	4	6
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
1	3	7
